Date,Open,High,Low,Close,Volume
2015-12-01,3.14,3.17,2.78,2.92,3946966
2015-12-02,2.74,2.9,2.28,2.36,2748302
2015-12-03,2.4,2.49,2.21,2.4,737950
2015-12-04,2.32,2.4,2.11,2.2,700164
2015-12-07,2.12,2.19,2.0,2.0,498503
2015-12-08,1.96,2.48,1.9,2.37,2162112
2015-12-09,2.34,2.55,2.1,2.17,1415606
2015-12-10,2.21,2.31,2.12,2.24,416537
2015-12-11,2.24,2.3,2.02,2.09,1135674
2015-12-14,2.1,2.14,1.78,1.86,570548
2015-12-15,1.88,1.93,1.66,1.9,614954
2015-12-16,2.01,2.14,1.93,2.09,473852
2015-12-17,2.06,2.06,1.91,2.0,410083
2015-12-18,2.02,2.19,1.99,2.12,837822
2015-12-21,2.15,2.15,2.05,2.07,200704
2015-12-22,2.05,2.07,1.95,2.03,301526
2015-12-23,2.02,2.15,2.02,2.12,159166
2015-12-24,2.11,2.15,2.04,2.07,106816
2015-12-28,2.06,2.17,2.06,2.07,188303
2015-12-29,2.1,2.11,2.05,2.07,193571
2015-12-30,2.09,2.38,2.06,2.31,888576
2015-12-31,2.37,2.42,2.1,2.18,362345
2016-01-04,2.18,2.18,1.99,2.11,320212
2016-01-05,2.08,2.19,2.04,2.07,166317
2016-01-06,2.07,2.07,1.95,2.01,270740
2016-01-07,2.0,2.05,1.92,2.0,329983
2016-01-08,1.99,2.6,1.95,2.25,3389210
2016-01-11,2.23,2.55,2.17,2.34,2089920
2016-01-12,2.38,2.39,2.0,2.1,883525
2016-01-13,2.1,2.11,1.9,1.95,374795
2016-01-14,1.94,1.94,1.63,1.9,568532
2016-01-15,1.89,1.89,1.62,1.63,365680
2016-01-19,1.66,1.76,1.66,1.72,460839
2016-01-20,1.71,1.71,1.3,1.65,1078700
2016-01-21,1.62,2.03,1.53,1.98,2361889
2016-01-22,2.0,2.14,1.88,2.04,2670363
2016-01-25,2.04,2.04,1.89,1.98,1018057
2016-01-26,1.94,2.02,1.74,1.79,622713
2016-01-27,1.8,1.8,1.59,1.61,388513
2016-01-28,1.61,1.75,1.55,1.57,338030
2016-01-29,1.58,1.67,1.52,1.61,184601
2016-02-01,1.61,1.66,1.55,1.63,207861
2016-02-02,1.63,1.71,1.55,1.57,148755
2016-02-03,1.55,1.65,1.5,1.65,195690
2016-02-04,1.63,1.85,1.6,1.81,929835
2016-02-05,1.83,1.88,1.65,1.69,667042
2016-02-08,1.69,1.72,1.45,1.48,615106
2016-02-09,1.48,1.48,1.32,1.36,358089
2016-02-10,1.37,1.37,1.16,1.2,600449
2016-02-11,1.2,1.28,1.08,1.2,364982
2016-02-12,1.21,1.28,1.15,1.21,144991
2016-02-16,1.21,1.43,1.21,1.3,424328
2016-02-17,1.28,1.37,1.28,1.34,174808
2016-02-18,1.35,1.4,1.34,1.36,153953
2016-02-19,1.37,1.4,1.24,1.38,151011
2016-02-22,1.38,1.44,1.38,1.39,120672
2016-02-23,1.4,1.41,1.29,1.31,108269
2016-02-24,1.3,1.36,1.26,1.34,112397
2016-02-25,1.37,1.4,1.34,1.39,77636
2016-02-26,1.4,1.43,1.38,1.43,92148
2016-02-29,1.44,1.44,1.35,1.35,92169
2016-03-01,1.37,1.37,1.3,1.33,81750
2016-03-02,1.32,1.41,1.3,1.39,82278
2016-03-03,1.4,1.67,1.38,1.58,601272
2016-03-04,1.61,1.65,1.54,1.61,245679
2016-03-07,1.62,1.64,1.49,1.6,109983
2016-03-08,1.57,1.62,1.5,1.5,101377
2016-03-09,1.5,1.58,1.5,1.56,47894
2016-03-10,1.59,1.65,1.51,1.64,218568
2016-03-11,1.67,1.88,1.65,1.84,563002
2016-03-14,1.84,2.0,1.84,1.9,310820
2016-03-15,1.9,1.93,1.71,1.84,273212
2016-03-16,1.85,1.92,1.84,1.9,88755
2016-03-17,1.92,1.94,1.75,1.88,180236
2016-03-18,1.65,1.78,1.65,1.7,286879
2016-03-21,1.71,1.79,1.65,1.71,102343
2016-03-22,1.67,1.77,1.67,1.69,73148
2016-03-23,1.7,1.75,1.65,1.65,103280
2016-03-24,1.65,1.65,1.6,1.62,67741
2016-03-28,1.63,1.63,1.5,1.56,134192
2016-03-29,1.57,1.59,1.52,1.55,41656
2016-03-30,1.56,1.67,1.55,1.65,92894
2016-03-31,1.66,1.84,1.62,1.79,251003
2016-04-01,2.16,2.16,1.79,1.82,108491
2016-04-04,1.81,1.95,1.75,1.86,121854
2016-04-05,1.84,1.95,1.8,1.94,142130
2016-04-06,1.9,1.95,1.86,1.9,150778
2016-04-07,1.91,2.02,1.88,1.88,181366
2016-04-08,1.88,1.95,1.85,1.9,49485
2016-04-11,1.88,1.95,1.86,1.88,54793
2016-04-12,1.9,1.9,1.85,1.88,37289
2016-04-13,1.88,1.9,1.82,1.83,34055
2016-04-14,1.81,1.86,1.81,1.86,101877
2016-04-15,1.88,1.88,1.8,1.8,66186
2016-04-18,1.81,1.85,1.7,1.73,114157
2016-04-19,1.72,1.74,1.61,1.67,147575
2016-04-20,1.64,1.77,1.6,1.75,66830
2016-04-21,1.76,1.87,1.72,1.82,132958
2016-04-22,1.83,1.88,1.75,1.78,123162
2016-04-25,1.79,1.88,1.76,1.81,38416
2016-04-26,1.8,1.84,1.7,1.79,41309
2016-04-27,1.78,1.94,1.78,1.88,120654
2016-04-28,1.89,1.97,1.82,1.95,108008
2016-04-29,1.96,2.29,1.93,2.13,406873
2016-05-02,2.13,2.29,2.13,2.26,172948
2016-05-03,2.27,2.57,2.22,2.5,576160
2016-05-04,2.57,2.59,2.3,2.4,228668
2016-05-05,2.42,2.45,2.1,2.28,224505
2016-05-06,2.23,2.35,2.15,2.22,113410
2016-05-09,2.14,2.35,2.14,2.28,139431
2016-05-10,2.28,2.42,2.17,2.29,164947
2016-05-11,2.31,2.32,2.13,2.24,243390
2016-05-12,2.85,2.86,1.86,1.89,2088023
2016-05-13,1.91,2.05,1.56,1.71,592755
2016-05-16,1.6,1.82,1.4,1.65,598532
2016-05-17,1.63,1.66,1.54,1.57,295943
2016-05-18,1.55,1.56,1.46,1.49,249473
2016-05-19,1.47,1.48,1.31,1.41,258909
2016-05-20,1.38,1.57,1.38,1.51,220106
2016-05-23,1.43,1.59,1.43,1.57,140831
2016-05-24,1.54,1.59,1.46,1.5,141887
2016-05-25,1.5,1.5,1.44,1.45,246605
2016-05-26,1.44,1.52,1.4,1.49,149586
2016-05-27,1.49,1.5,1.4,1.41,194124
2016-05-31,1.41,1.5,1.4,1.41,163800
2016-06-01,1.42,1.45,1.35,1.36,202420
2016-06-02,1.36,1.38,1.31,1.35,182116
2016-06-03,1.39,1.39,1.31,1.34,121709
2016-06-06,1.37,1.37,1.31,1.33,174770
2016-06-07,1.31,1.35,1.25,1.3,183200
2016-06-08,1.32,1.32,1.25,1.25,121092
2016-06-09,1.25,1.28,1.15,1.16,250496
2016-06-10,1.13,1.18,1.08,1.16,162644
2016-06-13,1.15,1.25,1.1,1.22,410307
2016-06-14,1.22,1.27,1.12,1.16,216305
2016-06-15,1.15,1.18,1.12,1.15,110122
2016-06-16,1.14,1.18,1.14,1.17,102702
2016-06-17,1.17,1.2,1.11,1.11,183171
2016-06-20,1.12,1.15,1.01,1.05,209303
2016-06-21,1.05,1.1,0.92,1.08,360394
2016-06-22,1.07,1.16,1.07,1.13,178421
2016-06-23,1.15,1.2,1.06,1.1,199030
2016-06-24,1.02,1.09,1.0,1.04,94466
2016-06-27,1.04,1.05,1.0,1.03,80727
2016-06-28,1.04,1.25,1.02,1.13,284012
2016-06-29,1.15,1.15,1.05,1.07,196758
2016-06-30,1.07,1.15,1.07,1.14,133558
2016-07-01,1.15,1.2,1.14,1.15,109095
2016-07-05,1.14,1.15,1.14,1.14,48082
2016-07-06,1.14,1.17,1.1,1.11,71513
